track_name,track_id,Danceability,Energy,Acousticness,Valence,Key
I'm So Sick,3CzOoYfw7mj5jMHGsJp9TG,0.434,0.961,8.45e-05,0.26,2.0
Dynamo - Oliver Twizt Trap Remix,0MCOr7zFLTxmtNmdY5NpS9,0.568,0.773,0.00717,0.383,0.0
Fade (feat. Zak Waters),0ZJDuC20QYwbXzHffx6N90,0.321,0.909,0.0117,0.0393,11.0
To Ü (feat. AlunaGeorge),3UgSQu6WwrXfKKDq019IHE,0.485,0.928,0.134,0.362,10.0
I Need Your Love,05SBRd4fXgn8FX7bf8BCAE,0.695,0.869,0.41,0.572,8.0
Smash The Floor - Original Mix,5S0z7MZEboNs1Zoima485G,0.712,0.764,0.000193,0.1,10.0
Really Got It,7JNtiT1CLAfy95gHRHE6WH,0.713,0.967,0.294,0.71,11.0
Raindrops - Original Full Vocal Mix,1jal6YRW76PorNdDPkxLrp,0.416,0.782,0.127,0.418,7.0
Feel This Moment,0MyiW8Cp18ZMsZJfZhbuQ0,0.668,0.758,0.0338,0.514,7.0
Bad Machine (feat. Insomnia) - Original Mix,2Aly0kBHnpKvRiKi0qSaNR,0.606,0.824,0.000799,0.43,9.0
Ruffneck - FULL Flex,5tGwVrXBhYGUIRQuQ1gvrQ,0.646,0.97,0.000244,0.334,5.0
Somebody That I Used To Know,4wCmqSrbyCgxEXROQE6vtV,0.857,0.517,0.565,0.75,0.0
Sometimes I Still Miss Her - Original Mix,2XKwzb0l1TIrOja0wgv3tT,0.629,0.668,0.000508,0.0969,0.0
Jump Ya Body - Dub Mix,3k3DZvTCSD4HKvj26dQDk8,0.734,0.969,0.0372,0.226,10.0
I Can't Stop Drinking About You - Chainsmokers Remix,56T1QA7202iW7fZes2PTUe,0.637,0.664,0.0451,0.358,3.0
Feeling Good - Bassnectar Remix,100pCH9jeWJKKyK2sYtasx,0.45,0.675,0.00157,0.212,7.0
Love Song,3mtukCAgd0mE260QcBfXAX,0.625,0.686,0.0154,0.542,9.0
Beautiful,7rv0UuxMX7CpUUwEE1jVrd,0.739,0.938,0.131,0.65,0.0
Say It Ain't So,4YPhn26bIFm2KUkL1VLzQG,0.645,0.42,0.00405,0.461,3.0
Body Body - Ishe Remix,2GjGyFLu2q3lQ128UgIY3w,0.665,0.842,7.03e-05,0.62,11.0
Viva La Vida,1mea3bSkSGXuIRvnydlB5b,0.485,0.619,0.0941,0.424,5.0
Higher Ground,0Js9hB2I66nJliPIJxzn2R,0.711,0.761,0.598,0.526,6.0
How to Save a Life,5fVZC9GiM4e8vu99W0Xf6J,0.64,0.743,0.269,0.356,10.0
Big Boss,34o2xJAVNTzoYN0o2Sd6sW,0.553,0.983,2.08e-05,0.0272,1.0
False Pretense,2ZICF8SFI5tHttaLJKMY1X,0.509,0.93,0.00137,0.764,0.0
Nothing Can Hold Us Down,4BHDBRF1AZsWUf2t7p2hoi,0.475,0.869,0.00148,0.17,5.0
Invincible - Radio Edit,5sYzg83Vy4IW4TfE9jwk8g,0.613,0.775,0.00678,0.385,6.0
Assets,6434Cyt3VkOxroedmysIHO,0.719,0.801,0.00116,0.839,0.0
Soundclash,1CHcv3ENgWTEkTUayOBShJ,0.686,0.969,0.214,0.805,11.0
Pushing Me Away,1gAaRSN57UYVRI4eWRyAvP,0.494,0.906,0.000444,0.306,6.0
Fireflies,3DamFFqW32WihKkTVlwTYQ,0.591,0.649,0.0294,0.482,3.0
Superbad,3LK9g77hd41jzbGh1Etj44,0.535,0.928,0.000241,0.613,7.0
Rescue Me (feat. Juliana Chahayed) - Original Mix,2AoML94KKYaZM5G15wYP82,0.667,0.94,0.00209,0.293,5.0
Broken Box,7dgBw1mnStvpia3BYkFIcK,0.778,0.648,0.0127,0.475,1.0
Pop Style,334S9SWZMjyRDN0wrHw7wk,0.721,0.461,0.173,0.0566,4.0
First Time,40Fp6pxcS9l08kL1R50mR4,0.441,0.949,4.44e-05,0.447,3.0
Flesh and Bones,7wAtUSgh6wN5ZmuPRRXHyL,0.612,0.578,0.0544,0.486,8.0
Some Wobbles,3GLXFIHck82iqnWqhnm03n,0.581,0.799,0.00393,0.35,7.0
Levels - Skrillex Remix,5f6igUw1asUL4AGXSvgTW8,0.615,0.91,0.00761,0.347,5.0
Never Say Never,57uX2vR9j9DNiANDYfXw1i,0.23,0.492,0.568,0.254,8.0
Fly Away,2q04AFjRX4GKTnFj2eUb5W,0.556,0.732,0.12,0.201,6.0
Remember The Name (feat. Styles Of Beyond),3VrI4JYoS75hyLPwG6Z9tn,0.687,0.805,0.0661,0.893,8.0
Crew Love - Album Version (Edited),5baEkEUsvAaRqteAPtlNdE,0.406,0.545,0.302,0.374,0.0
Mind Control,4YDbInqb45jMFzloEAG531,0.629,0.895,0.00181,0.537,1.0
All I Want - Amended,0nM7Kb7F9PvGB9W0mLbqlX,0.366,0.852,0.000323,0.514,1.0
Drive It Like You Stole It,0Dz49qemTOjX9RcPZzIl2q,0.608,0.68,0.106,0.424,5.0
Replay,5vlEg2fT4cFWAqU5QptIpQ,0.706,0.751,0.173,0.189,9.0
Stop And Stare,48s0QHJgmiNsth3WEO6U4M,0.488,0.862,0.0706,0.253,4.0
The Hero - Original Mix,5GxnELiWZLV5v3mOglIlMP,0.16,0.901,0.00158,0.457,6.0
Little Talks,3a2tuvXCHbW5nuUckuHkKT,0.46,0.786,0.0215,0.419,1.0
In The End,60a0Rd6pjrkxjPbaKzXjfq,0.553,0.9,0.0113,0.397,3.0
Just Dance - RedOne Remix,7sm1xuahSGG5qFa9pFXWVs,0.893,0.812,0.0034,0.815,4.0
I Love It When You Cry (Moxoki) - Radio Edit,6vscP7Fweq7fwosyliwjRq,0.639,0.795,0.0246,0.438,9.0
Outside,7MmG8p0F9N3C4AXdK6o6Eb,0.646,0.823,0.213,0.391,2.0
Club Can't Handle Me (feat. David Guetta),0xcl9XT60Siji6CSG4y6nb,0.623,0.882,0.0205,0.523,0.0
Falling In,21tN4jr0QFNyin6YgO9jvm,0.652,0.853,0.00133,0.523,7.0
Between Two Points (feat. Swan),6Po0JDs8vPuZOCF7RLbtUE,0.528,0.685,0.133,0.233,6.0
Slap Me - Candyland Remix,3utPGuiv05PqnGyJ5PlGLD,0.319,0.782,0.0321,0.299,6.0
River Flows in You - Dubstep Remix,0QwD6Dv9PdUKj2scIciAgu,0.74,0.642,0.242,0.395,9.0
Now (feat. Rye Rye),05XsaFSfkfX1gp1B8McXen,0.533,0.952,0.0246,0.515,7.0
The Middle,3mcG2NI5G5vhrQtRda1YnA,0.633,0.899,0.0428,0.919,2.0
Stan,65pX1V69TGPSYKI8F76Nby,0.767,0.709,0.0391,0.495,11.0
Lucid Truth,1nNPLcueemE7gIoBqsYUTT,0.641,0.913,0.0402,0.342,10.0
Safe And Sound,6Z8R6UsFuGXGtiIxiD8ISb,0.656,0.821,0.000194,0.773,0.0
Dying feat. Ultraviolet Sound & Emily Hudson (Brown & Gammon Remix),0MHRDZ9sbEWl46lhK9lyN1,0.639,0.688,0.000478,0.232,5.0
'Till I Collapse,6p4SUKhIyPqbmU828M0JWD,0.559,0.84,0.0706,0.113,1.0
Bulletproof,6zcWUhRicjiDYvvLmRDjD6,0.581,0.818,0.00128,0.3,5.0
Down,7LP4Es66zdY7CyjepqmvAg,0.663,0.693,0.0149,0.696,11.0
Nothing,0c3yfC8zMRJGvmqphczhZb,0.473,0.833,0.00369,0.517,2.0
Make Some Noise - Original Mix,63wmAgmkYuzSL2Fg8GaGRy,0.635,0.784,0.000602,0.206,4.0
Reaching Out,1zknwaZrdR0Z3nvUbVFFEb,0.448,0.85,0.000443,0.0893,9.0
That's All She Wrote (feat. Eminem),4UwtMoKBvYi0mMbH2ZI3uB,0.496,0.785,0.0328,0.341,7.0
Voices - Markus Maximus TRAP Remix,6Nr3yqX7OeSIlvuxCqxx2A,0.642,0.771,0.0111,0.237,6.0
You & Me (feat. W. Darling),3x94KfC5QAsqFKjUGQBH4k,0.495,0.743,0.000748,0.148,7.0
So Big,2eahNyQXJ0OtG6e1McsQ9N,0.727,0.691,0.139,0.609,6.0
Crave You - Adventure Club Remix,42JC7XjdRGOVOKOZK4tvcX,0.624,0.728,0.0054,0.105,1.0
Dum Dum,7sUoGRGkDisk3qNAzugUxN,0.787,0.81,0.0596,0.606,5.0
Stay The Night - featuring Hayley Williams of Paramore,3xozZw4YNCv777ONrbdHsy,0.6,0.728,0.109,0.441,8.0
Feeling So Blue - Album Mix,1LEwexed2UkyzWa9nouvRW,0.567,0.893,0.00172,0.743,1.0
International Love,5o9JV34izXSnaKVyMjaMdE,0.669,0.858,0.0113,0.624,0.0
Tidal Wave,2OXK1ShksXD51tOLsE0E7s,0.532,0.868,0.0502,0.509,5.0
Reasons feat. Andrew Allen,3dHC2M7GPFB0iNk64foCxj,0.82,0.705,0.0412,0.81,7.0
Hey Brother,4RXpgGM7A4Hg7cFBoH5KyF,0.537,0.777,0.0279,0.412,7.0
Promises - Skrillex & Nero Remix,04ZBBOl3AoCBY1A3CTKZLn,0.533,0.835,0.00378,0.18,9.0
Diesel Not Petrol,4avinp5hlc6W1wtAtqPaHH,0.813,0.723,0.00989,0.652,7.0
Demons,1Ntj0hZfncXCQ5hij7igIE,0.319,0.72,0.173,0.34,3.0
Heathens,6i0V12jOa3mr6uu4WYhUBr,0.732,0.396,0.0841,0.547,4.0
Sail - Unlimited Gravity Remix,7qAWdfgvuDJQlhjppYtAfA,0.583,0.47,0.18,0.424,1.0
No Beef,2o1F0b0NCGabe7BbLNqe5J,0.74,0.828,0.0194,0.227,4.0
Must Be The Feeling - Flux Pavilion & Nero Remix,3BVAGwQGSiWXpIWx8QbMvP,0.286,0.92,0.00121,0.0429,3.0
"Wild One Two - feat. David Guetta, Nicky Romero & Sia",5MnkhumYJRLvLdEzIqkfWy,0.703,0.684,0.00164,0.222,8.0
I Gotta Feeling,72np30cEzvqzxAUG5mrhyT,0.741,0.756,0.0803,0.603,0.0
The Island - Pt. I (Dawn),1Thv8uCYzyOFC7PME9J936,0.578,0.893,6.15e-05,0.37,9.0
Hold On To Love - KillaGraham Remix,3ppoJQy0LRWhYE3WLi0c06,0.538,0.883,4.88e-05,0.147,1.0
Cantina Boys,3jKK4kpTJEnTX5oQt0Hokj,0.637,0.963,0.139,0.402,4.0
Honors - Radio Mix,1sesMhxAfFULBsdoX4DZar,0.514,0.871,0.00367,0.0964,11.0
1985,4UuHWIkAWnN176A2rx7YFB,0.607,0.878,0.000246,0.852,4.0
Hotline Bling,6nmz4imkDcmtwMjocAzFSx,0.896,0.623,0.00257,0.564,2.0
Embrace Me (Dirty South Remix) (feat. Urban Cone & Lucas Nord),0278f6vHdxZZ944DSpQcss,0.678,0.669,0.0161,0.318,8.0
Calling (Lose My Mind) - Radio Edit,5Sey3HgGa6KB46mlOyCClZ,0.412,0.871,0.0124,0.132,1.0
Flashing Lights,4efFlbKkwXq3rrMF5RODaI,0.537,0.802,0.0266,0.243,4.0
Roses - Zaxx Remix,5KK05UNvYyH2QMyBlHGKtW,0.677,0.881,0.00445,0.53,1.0
Oh Miah,4JNpKcFjVFYIzt1D95dmi0,0.753,0.532,0.267,0.334,0.0
I Need A Doctor - Edited Version,3G1Na74xxuAhiWLyXDPCFN,0.586,0.93,0.108,0.483,7.0
Doppler,3yoNx32KYIWl6usnkZ7cBR,0.442,0.892,0.00442,0.206,1.0
Cutting Through,3eKoLbxkNhAINXr22jjv7E,0.389,0.868,1.29e-05,0.23,8.0
Solo,3fV2ZnSsxgvXUHshkGCBdR,0.73,0.728,0.197,0.693,11.0
Look At Me Now,2mZ443lCnqMrXDq4BTPrmx,0.735,0.702,0.0499,0.566,2.0
Magnetic Eyes - Extended DJ Mix,5eAEsCesAEVhOFh1jg0QH3,0.471,0.913,0.0381,0.681,7.0
Unwell,6Bm6qUCSatPAqkQllFL7oA,0.256,0.788,0.0298,0.429,6.0
Pop That,4hTxIV6k75MFWANXd6cE9c,0.74,0.923,0.0759,0.584,6.0
Lies,5PZN2lQL8IusNEc8L5BeeW,0.588,0.446,0.00702,0.11,0.0
Headstrung,2kvYZwZtyps4eyzlue0RmC,0.815,0.714,0.00148,0.87,6.0
I Remember - Strobelite Mix,1qnJYRDhTV4GGMtbLTWtNR,0.672,0.57,0.0561,0.51,11.0
Something Better,33lXq3csEWwYNn6x0sM3Et,0.561,0.837,0.0616,0.436,2.0
Rock N' Roll [Will Take You To The Mountain],2TkoUq8sPXmc4KYzKBiTWT,0.713,0.971,0.00228,0.679,0.0
Wild Ones (feat. Sia),5Z7ygHQo02SUrFmcgpwsKW,0.624,0.889,0.101,0.457,5.0
Radioactive,4G8gkOterJn0Ywt6uhqbhp,0.478,0.799,0.126,0.201,9.0
H-Town Legends,77pN4lbCtxyPOWp1iUGev4,0.663,0.828,0.00337,0.124,8.0
Over My Head (Cable Car),1N62wozuHCvczCkY4QidpP,0.592,0.729,0.022,0.7,8.0
All Around Me,7k9iVpyeR5ybSPSkvmAP6K,0.479,0.884,0.0338,0.447,9.0
Derezzed - Remixed by The Glitch Mob,4lteJuSjb9Jt9W1W7PIU2U,0.299,0.513,0.07,0.158,8.0
Spaceman - Drown The Fish Remix,4SI2dtAqzrNFze8JrSzl4o,0.651,0.893,0.000316,0.294,11.0
Lockjaw,7iaw359G2XT14uTfV9feip,0.615,0.648,0.0411,0.268,5.0
Guilt,4TYywuf1tdUdbEuDI1nqsg,0.208,0.865,0.00603,0.148,5.0
Magic (feat. Rivers Cuomo),5LLTVSXK5qzEguVHcUNddw,0.549,0.932,0.0127,0.782,8.0
Billionaire (feat. Bruno Mars),16Ldvr8SKdenSlADkLsdYF,0.597,0.752,0.266,0.579,6.0
Ghouls - Tha New Team Remix,4lV3dZCapT3CSrKFpPlAQX,0.481,0.87,0.000144,0.401,1.0
Staxx - Original,5e4VwyOKgbNeUNxHbskYbA,0.516,0.979,0.00167,0.224,7.0
GDFR (feat. Sage The Gemini & Lookas),6N9ZOtguCnnrvwH7zD82WJ,0.657,0.827,0.000704,0.698,5.0
Kill EVERYBODY - Bare Noize Remix,4XCHizdk3YrzdveEOAGpob,0.594,0.947,0.00133,0.377,0.0
Strobe - Radio Edit,0DIekYoiwwr1kkTUGmQlSL,0.656,0.662,8.12e-05,0.0748,8.0
E.T. - Benny Benassi Radio Edit,664fvVG2C15AoBlbmpig3p,0.534,0.633,0.05,0.175,5.0
Jump (feat. Nelly Furtado),4uGucgzv0ydi35DgAlsTQ4,0.731,0.813,0.00439,0.509,6.0
Marvins Room,2z3htsNRuhDN923ITatc56,0.488,0.262,0.672,0.329,9.0
Clarity,60wwxj6Dd9NJlirf84wr2c,0.514,0.776,0.0371,0.208,8.0
Running All My Life,17Y9SoJ1xGkDfgU4yEatcv,0.553,0.977,5.14e-05,0.483,0.0
Bet I (feat. T.I. & Playboy Tre),1E89oHk8UPuf3TuqLgSmLe,0.826,0.89,0.102,0.96,6.0
Airplanes (feat. Hayley Williams),12rVL9zxkLUrInr6sg8gwX,0.66,0.846,0.113,0.406,6.0
Back To Love,5MA073FFuaaP8TB26zKCVh,0.601,0.843,0.00591,0.369,6.0
Psychedelic Stereo,3BBiaTLrwRlSkozCTFtrsT,0.482,0.484,0.0013,0.158,9.0
Sing For The Moment,7IyXyFc3fxucKLIJF0ZSVF,0.672,0.81,0.00166,0.18,5.0
One Day - New Album Version,0nCZDQrlWA149QdGTdlsFU,0.346,0.61,0.198,0.237,0.0
Freeway,1EgfPl1osFYIiERvafvNiT,0.459,0.622,0.05,0.202,10.0
Rocketeer,45sDIKapDyxPl307QpEAwl,0.666,0.819,0.166,0.413,4.0
Eyes on Fire - Zeds Dead RMX,4oZNnBytvWrddsoaFPO4RD,0.567,0.725,0.00926,0.292,11.0
Drop It Like It's Hot - Album Version (Edited),18UhvUi9FjHtoTgnqX7kbl,0.903,0.55,0.217,0.647,1.0
Bad Wings,5brviRvO3ZIDvdF0dED9wC,0.631,0.684,0.0138,0.23,7.0
Live Your Life - feat. Rihanna,6K4m7PJo8RiM1KZmgexYtg,0.434,0.861,0.0582,0.484,11.0
By Your Side,7lXCT5xxTVOJAu11FOF8PS,0.914,0.624,0.0866,0.626,0.0
Fortune Soul,5UjcApkWuX7xpURwJiq6pJ,0.514,0.662,0.0621,0.164,5.0
Save the World - Radio Mix,65hRZOQkVjmBdusz1N7aOv,0.507,0.665,0.0144,0.406,0.0
Hush Now (501 Remix),0GZrf19S4472ysky5ODe2c,0.558,0.816,0.0115,0.0767,0.0
Strange Behaviour - Original Mix,3WyXP15dqzhKtfcjqX1vsj,0.586,0.813,0.0631,0.336,6.0
Hero,4CbKVDZkYKdv69I4bCaKUq,0.533,0.967,0.00791,0.786,1.0
Donald Trump,2cAmsZQwOuWBFhdBr0Za9C,0.641,0.911,0.0792,0.792,1.0
This Is What It Feels Like,6NdkzOSCLzmyV9Qc4DKhJ2,0.551,0.827,0.109,0.171,8.0
New Divide,6Wx88Mv6b9ofjKMKkdwOJd,0.493,0.808,0.000235,0.369,5.0
Playing In The Shadows,60ceiIgn9hOThpY9yNWO8q,0.585,0.861,0.157,0.179,2.0
Every Teardrop Is a Waterfall,2U8g9wVcUu9wsg6i7sFSv8,0.425,0.733,0.00193,0.319,9.0
Left Field,69VrLPTdOduu3unsJfJN9H,0.854,0.673,0.00268,0.238,9.0
Bad Guy,2wkQT8QYhs1i8BwjuOzz4w,0.605,0.789,0.0517,0.34,1.0
Keep It Mello (feat. Omar Linx),0Q3SC6kEhxYagDP3bFe5K9,0.686,0.888,0.00134,0.114,1.0
Big Rings,3dnM2j3WBCn2biJgiuxhnB,0.642,0.676,0.00219,0.293,8.0
Sweet Nothing - Diplo + Grandtheft Remix,35Zv0HFPaXFfkZg32R84OH,0.401,0.956,0.308,0.25,8.0
Set Yourself Free,6jOMH6cDBx6vT434E4FwDB,0.499,0.892,0.000644,0.249,8.0
Bass I Love You,3W0LmKIdN2ZiXljrbLgcjA,0.66,0.666,0.0191,0.0715,1.0
Superior,7tf63j8xFrQz0hwtWsxVfA,0.592,0.985,0.133,0.0873,8.0
Steal You Away - Radio Edit,5RajHpEDFnsLHmTkBpye9M,0.555,0.746,0.0171,0.21,6.0
Hotel Room Service,6Rb0ptOEjBjPPQUlQtQGbL,0.851,0.629,0.00705,0.771,1.0
Ego Killer - Bassnectar & Timeline Remix,7bTDpfwH9z5WSbgAQKwhc1,0.586,0.947,0.00163,0.129,4.0
Run Riot - Sub Zero Remix,5TtPEFYnYlzEbEsA5nHJYq,0.463,0.992,0.000221,0.185,1.0
You Make Me Feel... - feat. Sabi,16Of7eeW44kt0a1M0nitHM,0.668,0.857,0.0191,0.746,7.0
The Calm - Album Version (Edited),2Zb4HgZEvWfnBDGgC0Lnc0,0.466,0.629,0.81,0.25,11.0
One Step Closer,3K4HG9evC7dg3N0R9cYqk4,0.492,0.969,0.0014,0.534,9.0
Embrace,5QjmOXFMKg9QOn9OWmkWDj,0.627,0.591,0.0535,0.0713,1.0
Doomsday,3ziKJoRHiJsaoTaeBYCJBA,0.327,0.839,0.0003,0.138,6.0
Years - Radio Edit,5pVk15sR3OgIeKBKqG9jWw,0.377,0.825,0.00198,0.333,2.0
Best I Ever Had,0fGaSr02YXbdVmcy0PNtfW,0.454,0.84,0.107,0.496,1.0
Fools Rhythm,7nBFCwnYqgmNOOS5PrTlfN,0.589,0.82,0.000605,0.519,2.0
Whatever You Like,20ST7nHN4H0VCNYOGanEqO,0.681,0.628,0.0289,0.497,0.0
Little Moment,3uHKcFj0kpC6F7HnZpgQ96,0.62,0.804,0.0507,0.576,1.0
Dark Horse (Dubstep Remix),5Xq4pohu7lgwVDTIoybFKR,0.536,0.779,0.0749,0.354,10.0
One In A Million,0TNeJWS27u6zKUFJ4HBHGH,0.601,0.832,0.0316,0.204,4.0
Titanium (feat. Sia),77TT8Xvx637TpzV8kKGkUw,0.599,0.803,0.069,0.254,0.0
"With You, Friends [Long Drive]",1aF6jpITT6RzPxrYsZJeIm,0.366,0.572,0.343,0.365,2.0
The Hardest Mistakes [Popkong Mix] [feat. Cassadee Pope],5JWpYWuGnK4Jy2KQpqRFRh,0.439,0.873,0.000544,0.175,9.0
DIY,3yzTHAsG7KsYbf4G9RfF5m,0.386,0.868,4.78e-05,0.0381,7.0
The Only Exception,7JIuqL4ZqkpfGKQhYlrirs,0.452,0.563,0.144,0.213,4.0
Wherever You Will Go,5QpaGzWp0hwB5faV8dkbAz,0.558,0.719,0.0367,0.367,2.0
We Go Down,5QxkroIQPiY8UKgSFFuYQd,0.545,0.927,0.011,0.416,1.0
Piercing Light (feat. Mako),50cSs6d03KV85oKytBmin9,0.274,0.609,0.246,0.354,2.0
What They Want,0AjrdcjDF0nrsoTzOFdXUv,0.827,0.419,0.448,0.457,1.0
The Man Who Can't Be Moved,4Musyaro0NM5Awx8b5c627,0.609,0.629,0.425,0.343,10.0
Mirror,7GDvbciPx1FfglvYxYRYaR,0.369,0.637,0.875,0.335,5.0
Rollup,1hzOfODGyHGSmZxP8c9NEu,0.644,0.855,0.0849,0.2,2.0
Love The Way You Lie,4k5Rb51qsUSMFg6oFdVC48,0.638,0.935,0.227,0.651,10.0
Get The Money,1VpqFON7eeE13IbSbRJ8Ic,0.784,0.417,0.224,0.0391,9.0
Still Here,0tLknbTxOVQxJvbCzQ2PSZ,0.838,0.429,0.032,0.235,0.0
Numb,2nLtzopw4rPReszdYBJU6h,0.493,0.856,0.00366,0.218,6.0
No Biggie 2012 ft. Maggie,2YMat1AJPpHKoJmwKRjkZn,0.765,0.657,0.0281,0.699,11.0
Lean On,4KcVVhAaHxqtX2ANt4b3tc,0.713,0.79,0.00339,0.302,7.0
When I Look At You,3gB0inHWfzACc0wjolOdpa,0.547,0.737,0.00031,0.039,4.0
Where's My Money - Caspa Remix,2jqLbIM6WiNFtzwePhduS7,0.794,0.805,0.0229,0.0899,8.0
Youth - Adventure Club Remix,46F2qArLwz8WT1qJ2bNRfR,0.53,0.55,0.00747,0.21,0.0
Core - Original Mix,2KU0RHzEYq8GLwDTyimWGr,0.532,0.949,0.00168,0.596,0.0
Without Me,7n8eZAUj6vevNQZ0EF3OH0,0.926,0.626,0.00301,0.663,7.0
Avaritia,2KNsflubHgQQJJ1KEGvFNv,0.756,0.727,0.0229,0.0316,2.0
Uptown - Album Version (Edited),12g1tPYQQOsRVi0ubtea0k,0.547,0.787,0.00336,0.368,1.0
Earthquake - Full Version,3SxiAdI8dP9AaaEz1Z24mn,0.541,0.856,0.11,0.261,0.0
You And Me,7L605WhF5EGf34ggj87yK6,0.461,0.446,0.1,0.35,7.0
